Brand,Model,Adtype,Fuel,Year,Price,PriceType,Kilometers,Condition,Color,Transimition,Bodytype,CarUrl
Kia,Pegas,For Sale,Benzine,2020,"400,000",Price,120000 to 139999,Used,Other Color,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%A8%D9%8A%D8%AC%D8%A7%D8%B3-2020-ID195878135.html
Opel,Astra,For Sale,Benzine,2020,"550,000",Price,90000 to 99999,Used,Gray,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D8%A7%D9%88%D8%A8%D9%84-%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2020%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D9%87-%D8%AC%D9%88%D9%87-%D9%88%D8%A8%D8%B1%D9%87-%D8%B1%D8%B4%D9%87-%D8%A7%D9%83%D8%B5%D8%AF%D8%A7%D9%85%D9%8A%D9%86-ID196610607.html
Peugeot,508,For Sale,Benzine,2012,"400,000",Price,120000 to 139999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A%D8%AC%D9%88-%D9%A5%D9%A0%D9%A8-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D8%B1%D8%A7%D8%A6%D8%B9%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196610539.html
Renault,Megane,For Sale,Benzine,2005,"175,000",Price,0 to 9999,Used,Red,Automatic,Other,https://www.olx.com.eg/en/ad/%D9%85%D9%8A%D8%AC%D8%A7%D9%86-2-ID196587635.html
Nissan,Sunny,For Sale,Benzine,2014,"265,000",Price,10000 to 19999,Used,Brown,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%85-%D8%B5%D9%86%D9%8A-%D9%A2%D9%A0%D9%A1%D9%A4-ID196524775.html
Renault,Sandero Stepway,For Sale,Benzine,2022,"190,000",Price,Not Availiable,New,Not Available,Automatic,Hatchback,https://www.olx.com.eg/en/ad/renault-stepway-%D8%B1%D9%8A%D9%86%D9%88-%D8%B3%D8%AA%D9%8A%D8%A8-%D9%88%D8%A7%D9%8A-ID196610253.html
Lada,2107,For Sale,Benzine,1988,"34,000",Price,140000 to 159999,Used,Blue- Navy Blue,Manual,Sedan,https://www.olx.com.eg/en/ad/%D9%84%D8%A7%D8%AF%D8%A72107-ID196610190.html
Mercedes-Benz,E200,For Sale,Hybrid,2022,"3,700,000",Price,0 to 9999,Used,Gray,Automatic,Cabriolet,https://www.olx.com.eg/en/ad/e200-cabriolet-2022-ID196610094.html
Lada,Samara,For Sale,Benzine,2007,"40,000",Price,0 to 9999,Used,Gray,Manual,Not Availiable,https://www.olx.com.eg/en/ad/lada-samara-ID196610074.html
BMW,525,For Sale,Benzine,2007,"560,000",Price,More than 200000,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/e60-bmw-525i-2007-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D9%87-%D8%AF%D9%88%D8%A7%D8%AE%D9%84-%D9%88%D8%B3%D9%82%D9%81-ID196610142.html
Jetour,X95,For Sale,Benzine,2022,"830,000",Price,Not Availiable,New,Blue- Navy Blue,Automatic,4X4,https://www.olx.com.eg/en/ad/%D8%AC%D9%8A%D8%AA%D9%88%D8%B1-ID196609924.html
Mercedes-Benz,B200,For Sale,Benzine,2014,"585,000",Price,More than 200000,Used,Black,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D9%87-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-%D9%88-%D8%A7%D9%84%D8%A8%D9%8A%D8%B9-%D9%84%D9%84%D8%AA%D8%AC%D8%AF%D9%8A%D8%AF-%D9%81%D9%82%D8%B7-ID196609862.html
Skoda,Octavia,For Sale,Benzine,2010,"475,000",Price,180000 to 199999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%81%D8%A7%D9%86%D8%AA%D8%A7%D8%B2%D9%8A%D8%A7-%D9%A2%D9%A0%D9%A1%D9%A0-%D8%A7%D8%B9%D9%84%D9%8A-%D9%81%D8%A6%D9%87-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-ID196609625.html
Mitsubishi,Pajero,For Sale,Benzine,2016,"1,750,000",Price,120000 to 139999,Used,Silver,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/mitsubishi-pajero-44-ID196609657.html
Peugeot,3008,For Sale,Benzine,2021,"1,600,000",Price,0 to 9999,Used,White,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/peugeot-3008-ID196609546.html
Chrysler,C300,For Sale,Benzine,2007,"600,000",Price,120000 to 139999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/chrysler-300c-2007-5700cc-ID196523455.html
Peugeot,308 SW,For Sale,Benzine,2011,"310,000",Price,140000 to 159999,Used,Not Available,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A%D8%AC%D9%88-308sw-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D8%A7%D9%88%D9%84-%D9%85%D8%A7%D9%84%D9%83-ID196608547.html
BMW,316,For Sale,Benzine,2014,"550,000",Price,140000 to 159999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/bmw-2014-%D9%85%D8%B9%D8%A7%D9%82%D9%8A%D9%86-ID196608518.html
Volkswagen,Passat,For Sale,Benzine,2011,"550,000",Price,More than 200000,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A8%D8%A7%D8%B3%D8%A7%D8%AA-b7-2011-%D9%84%D9%88%D9%86-%D8%A7%D8%B3%D9%88%D8%AF-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D9%87-%D8%A8%D8%B1%D9%87-%D9%88%D8%AC%D9%88%D9%87-%D9%84%D9%88%D9%86-%D8%A7%D8%B3%D9%88%D8%AF-ID196608445.html
Chevrolet,Lanos,For Sale,Benzine,2014,"95,000",Price,80000 to 89999,Used,Gray,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D8%AF%D9%81%D8%B9-95-%D8%A7%D9%84%D9%81-%D9%88%D9%82%D8%B3%D8%B7-%D8%A7%D9%84%D8%A8%D8%A7%D9%82%D9%8A-%D9%88%D8%A7%D8%B3%D8%AA%D9%84%D9%85-%D8%B4%D9%8A%D9%81%D9%88%D8%B1%D9%84%D9%8A%D9%87-%D9%84%D8%A7%D9%86%D9%88%D8%B3-2014-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-%D8%B9%D8%AF%D8%A7%D8%AF-90%D8%A7%D9%84%D9%81-ID196608422.html
Toyota,Corolla,For Sale,Benzine,2018,"650,000",Price,100000 to 119999,Used,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%83%D8%B1%D9%88%D9%84%D8%A7-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-2018-ID196606875.html
BMW,X5,For Sale,Benzine,2018,"2,600,000",Price,100000 to 119999,Used,Silver,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A-%D8%A7%D9%85-%D8%AF%D8%A8%D9%84%D9%8A%D9%88-x-5-bmw-ID196607201.html
Opel,Insignia,For Sale,Benzine,2019,"1,100,000",Price,100000 to 119999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D8%A7%D9%88%D8%A8%D9%84-%D8%A7%D9%86%D8%B3%D8%AC%D9%86%D9%8A%D8%A7-ID196606287.html
Renault,Sandero Stepway,For Sale,Benzine,2015,"260,000",Price,160000 to 179999,Used,Burgundy,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D8%B1%D9%8A%D9%86%D9%88-%D8%A7%D8%B3%D8%AA%D9%8A%D8%A8-%D9%88%D8%A7%D9%8A-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2015-%D8%A7%D8%B9%D9%84%D9%8A-%D9%81%D8%A6%D9%87-%D9%85%D8%A7%D9%86%D9%88%D8%A7%D9%84-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D9%84%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9%D8%AF%D8%A7-%D8%A7%D9%83%D8%B5%D9%8A%D8%AF%D8%A7%D9%85%D9%8A%D9%86-ID196606790.html
Opel,Astra,For Sale,Diesel,2020,"550,000",Price,10000 to 19999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D9%84-%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7-%D8%A7%D8%B9%D9%84%D9%8A-%D9%81%D8%A6%D9%87-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2020-%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9-ID196606482.html
BMW,520,For Sale,Benzine,2018,"1,690,000",Price,140000 to 159999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A-%D8%A7%D9%85-%D8%AF%D8%A8%D9%84%D9%8A%D9%88-520i-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2018-%D9%83%D8%A7%D8%B4-%D8%A7%D9%88-%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-ID196606266.html
Nissan,Other,For Sale,Benzine,1995,"75,000",Price,More than 200000,Used,Other Color,Manual,Van / Bus,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B3%D9%8A%D8%B1%D9%8A%D9%86%D8%A7-%D9%85%D9%88%D8%AF%D9%8A%D9%84-95-7-%D8%B1%D8%A7%D9%83%D8%A8-nissan-serena-ID181699685.html
Opel,Insignia,For Sale,Benzine,2017,"700,000",Price,120000 to 139999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A3%D9%88%D8%A8%D9%84-%D8%A7%D9%86%D8%B3%D8%AC%D9%8A%D9%86%D8%A7-ID196606033.html
Chevrolet,Pickup/Dababa,For Sale,Diesel,2014,"375,000",Price,More than 200000,Used,White,Manual,Pickup,https://www.olx.com.eg/en/ad/%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D8%AF%D8%A8%D8%A7%D8%A8%D9%87-2014-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196605700.html
Jeep,Grand Cherokee,For Sale,Benzine,2019,"1,950,000",Price,90000 to 99999,Used,Gold,Automatic,4X4,https://www.olx.com.eg/en/ad/%D8%AC%D9%8A%D8%A8-%D8%AC%D8%B1%D8%A7%D9%86%D8%AF-%D8%B4%D9%8A%D8%B1%D9%88%D9%83%D9%8A-%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D9%A2%D9%A0%D9%A1%D9%A9-%D9%83%D8%A7%D8%B4-%D8%A7%D9%88-%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-ID196344769.html
Audi,A4,For Sale,Benzine,2022,"2,100,000",Price,0 to 9999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/the-audi-a4-smart-2022-%D9%88%D9%83%D9%8A%D9%84-ID196605727.html
BMW,X6,For Sale,Benzine,2017,"2,950,000",Price,60000 to 69999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/bmw-x6-model-2017-gray-x-terra-mint-condition-77000-km-ID196605690.html
Fiat,Uno,For Sale,Benzine,2002,"65,000",Price,100000 to 119999,Used,White,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-%D8%A7%D9%88%D9%86%D9%88-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196605526.html
Jeep,Cherokee,For Sale,Benzine,1996,"175,000",Price,More than 200000,Used,Black,Manual,4X4,https://www.olx.com.eg/en/ad/%D8%AC%D9%8A%D8%A8-%D8%B4%D9%8A%D8%B1%D9%88%D9%83%D9%8A-%D9%A9%D9%A6-ID196604212.html
BMW,X3,For Sale,Benzine,2017,"1,400,000",Price,90000 to 99999,Used,Not Available,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-%D9%84%D9%87%D9%88%D8%A7%D9%87-%D8%A7%D9%84%D8%AD%D8%A7%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D9%86%D8%A7%D8%AF%D8%B1%D9%87-ID196603964.html
Jeep,Cherokee,For Sale,Benzine,2006,"420,000",Price,More than 200000,Used,Black,Automatic,4X4,https://www.olx.com.eg/en/ad/%D8%AC%D9%8A%D8%A8-%D9%84%D9%8A%D8%A8%D8%B1%D8%AA%D9%89-%D9%A2%D9%A0%D9%A0%D9%A6-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%82%D9%87-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-ID196603891.html
Mercedes-Benz,GLC 300,For Sale,Hybrid,2022,"3,500,000",Price,0 to 9999,Used,Gray,Automatic,4X4,https://www.olx.com.eg/en/ad/mercedes-glc300e-2022-amg-ID196603864.html
Porsche,Cayenne,For Sale,Benzine,2021,"7,500,000",Price,10000 to 19999,Used,Gray,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/porsche-cayenne-gts-fully-loaded-ID196603716.html
Brilliance,Other,For Sale,Benzine,2014,"120,000",Price,100000 to 119999,Used,Other Color,Manual,Van / Bus,https://www.olx.com.eg/en/ad/%D9%85%D9%8A%D9%83%D8%B1%D9%88%D8%A8%D8%A7%D8%B5-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196603470.html
Kia,Cerato,For Sale,Benzine,2010,"400,000",Price,80000 to 89999,Used,Other Color,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D9%8A%D8%B1%D8%A7%D8%AA%D9%88-%D9%A2%D9%A0%D9%A1%D9%A0-%D8%A8%D8%B5%D9%85%D8%A9-ID196602734.html
Renault,Sandero,For Sale,Benzine,2014,"260,000",Price,100000 to 119999,Used,Silver,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D8%B1%D9%8A%D9%86%D9%88-%D8%B3%D8%A7%D9%86%D8%AF%D9%8A%D8%B1%D9%88-2014-ID196602140.html
Peugeot,508,For Sale,Benzine,2019,"1,200,000",Price,100000 to 119999,Used,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/508-gt-line-2019-ID196600087.html
Mercedes-Benz,Maybach,For Sale,Benzine,2015,"1,280,000",Price,120000 to 139999,Used,Other Color,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-s550-%D8%AC%D9%85%D8%B1%D9%83-ID196368337.html
Porsche,Cayenne,For Sale,Benzine,2012,"450,000",Price,180000 to 199999,Used,Blue- Navy Blue,Automatic,SUV,https://www.olx.com.eg/en/ad/porsche-cayenne-s-2012-%D8%AC%D9%85%D8%B1%D9%83-ID196271114.html
Mercedes-Benz,S500,For Sale,Benzine,2014,"1,200,000",Price,100000 to 119999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-large-s500-2014-%D8%AC%D9%85%D8%B1%D9%83-ID196066472.html
Mercedes-Benz,GLC 300,For Sale,Benzine,2022,"4,150,000",Price,Not Availiable,New,Not Available,Automatic,4X4,https://www.olx.com.eg/en/ad/mercedes-benz-glc300-amg-fully-loaded-ID196602111.html
Chery,Tiggo,For Sale,Benzine,2013,"250,000",Price,160000 to 179999,Used,Gray,Manual,SUV,https://www.olx.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196601435.html
Kia,Cerato,For Sale,Benzine,2011,"330,000",Price,160000 to 179999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D9%8A%D8%B1%D8%A7%D8%AA%D9%88-2011-%D8%A7%D9%84%D9%81%D8%A6%D9%87-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D9%87-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196601433.html
Skoda,Kodiaq,For Sale,Benzine,2022,"2,100,000",Price,Not Availiable,New,Silver,Automatic,SUV,https://www.olx.com.eg/en/ad/koda-kodiaq-2022-ID196601182.html
BMW,320,For Sale,Benzine,2023,"2,900,000",Price,Not Availiable,New,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D8%B3%D8%AA%D9%84%D8%A7%D9%85-%D9%81%D9%88%D8%B1%D9%8A-bmw-320i-%D9%84%D9%88%D9%86-%D8%A3%D8%A8%D9%8A%D8%B6-%D9%81%D8%B1%D8%B4-%D8%AC%D9%85%D9%84%D9%8A2023-ID195972145.html
Chery,Arrizo 5,For Sale,Benzine,2020,"300,000",Price,Not Availiable,New,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D8%B4%D9%8A%D8%B1%D9%89-%D8%A7%D8%B1%D9%8A%D8%B2%D9%88-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%88%D9%84-%D9%81%D8%A6%D9%87-ID196593431.html
Suzuki,Ciaz,For Sale,Benzine,2022,"555,000",Price,20000 to 29999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%88%D8%B2%D9%88%D9%83%D9%8A-%D8%B3%D9%8A%D8%A7%D8%B2-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2022-ID196439772.html
Chevrolet,Spark,For Sale,Benzine,2008,"140,000",Price,0 to 9999,Used,Blue- Navy Blue,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A%D8%B9-%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D8%B3%D8%A8%D8%A7%D8%B1%D9%83-ID181467804.html
Peugeot,3008,For Sale,Benzine,2020,"1,190,000",Price,60000 to 69999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A%D8%AC%D9%88-3008-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2020-%D9%83%D8%A7%D8%B4-%D8%A7%D9%88-%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-ID196311750.html
Kia,Soul,For Sale,Benzine,2015,"570,000",Price,80000 to 89999,Used,Burgundy,Automatic,4X4,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D9%88%D9%84-%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D9%A2%D9%A0%D9%A1%D9%A5-ID196256246.html
Mercedes-Benz,E200,For Sale,Benzine,2015,"1,550,000",Price,160000 to 179999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-e200-%D8%A7%D9%81%D9%86%D8%AC%D8%A7%D8%B1%D8%AF-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2015-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%A8%D8%B1%D9%87-%D9%88%D8%AC%D9%88%D8%A7%D9%87-ID196141491.html
Land Rover,Discovery,For Sale,Benzine,2020,"3,100,000",Price,100000 to 119999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%B1%D9%8A%D9%86%D8%AC-%D8%B1%D9%88%D9%81%D8%B1-%D8%AF%D9%8A%D8%B3%D9%83%D9%81%D8%B1%D9%8A-%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D9%A2%D9%A0%D9%A2%D9%A0-ID196446085.html
Chery,Arrizo 5,For Sale,Benzine,2022,"395,000",Price,30000 to 39999,Used,Other Color,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B4%D9%8A%D8%B1%D9%8A-%D8%A7%D8%B1%D9%8A%D8%B2%D9%88-5-%D9%87%D8%A7%D9%8A-%D9%84%D8%A7%D9%8A%D9%86-ID196527054.html
BYD,F3,For Sale,Benzine,2022,"320,000",Price,80000 to 89999,Used,Blue- Navy Blue,Manual,Sedan,https://www.olx.com.eg/en/ad/byd-f3-ID196525118.html
Mercedes-Benz,GLC 200,For Sale,Benzine,2022,"3,700,000",Price,0 to 9999,Used,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-glc200-%D9%86%D8%A7%D9%8A%D8%AA-%D8%A8%D8%A7%D9%83%D8%AF%D8%AC-%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D9%A2%D9%A0%D9%A2%D9%A2-ID196144117.html
Chevrolet,Lanos,For Sale,Benzine,2009,"125,000",Price,140000 to 159999,Used,Not Available,Manual,Sedan,https://www.olx.com.eg/en/ad/%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%AF%D9%88%D8%A7%D8%AE%D9%84-%D9%84%D8%A7%D9%86%D9%88%D8%B3-ID196599075.html
Mercedes-Benz,E250,For Sale,Benzine,2018,"930,000",Price,180000 to 199999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%D8%A8%D9%86%D8%B2-mercedes-benz-e250-ID196599043.html
Renault,Duster,For Sale,Benzine,2016,"390,000",Price,180000 to 199999,Used,Gray,Manual,SUV,https://www.olx.com.eg/en/ad/%D8%AF%D8%A7%D8%B3%D8%AA%D8%B1-%D9%A2%D9%A0%D9%A1%D9%A6-ID196598930.html
Peugeot,3008,For Sale,Benzine,2020,"1,350,000",Price,60000 to 69999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D8%A8%D9%8A%D8%AC%D9%88-3008-%D8%A7%D8%B9%D9%84%D9%89-%D8%BA%D8%A6%D8%A9-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D9%87-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-2020-ID196511408.html
Mercedes-Benz,200,For Sale,Benzine,1979,"70,000",Price,90000 to 99999,Used,Red,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%D9%85%D9%88%D8%AF%D9%8A%D9%84-200-%D8%AD%D8%A7%D9%84%D8%A9-%D9%86%D8%A7%D8%AF%D8%B1%D8%A9-%D8%AC%D8%AF%D8%A7-ID196598794.html
Land Rover,Range Rover Vogue,For Sale,Benzine,2021,"8,500,000",Price,Not Availiable,New,White,Automatic,SUV,https://www.olx.com.eg/en/ad/range-rover-vogue-autobygraphyy-zero-%D9%81%D9%88%D8%AC-%D8%B2%D9%8A%D8%B1%D9%88-%D9%A2%D9%A0%D9%A2%D9%A1-ID196598585.html
Land Rover,Range Rover Sport,For Sale,Benzine,2022,"1,400,000",Price,Not Availiable,New,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/range-rover-sport-2000cc-%D8%B2%D9%8A%D8%B1%D9%88-%D8%A8%D8%AF%D9%84-%D9%88%D8%AA%D8%B3%D9%87%D9%8A%D9%84%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D8%AF%D8%A7%D8%AF-ID196598280.html
DFSK,Eagle 580,For Sale,Benzine,2019,"450,000",Price,120000 to 139999,Used,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%A7%D9%8A%D8%AC%D9%84-580-ID196597542.html
Land Rover,Range Rover Sport,For Sale,Benzine,2021,"1,710,000",Price,10000 to 19999,Used,Black,Automatic,4X4,https://www.olx.com.eg/en/ad/%D8%B1%D8%A7%D9%86%D8%AC-%D8%B1%D9%88%D9%81%D8%B1-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA-hst-%D8%A8%D8%AF%D9%84-%D9%88%D8%AA%D8%B3%D9%87%D9%8A%D9%84%D8%A7%D8%AA-ID196055339.html
Volkswagen,Other,For Sale,Electric,2022,"1,175,000",Price,Not Availiable,New,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/volkswagen-id3-pure-electric-%D8%AA%D8%B3%D9%84%D9%8A%D9%80%D9%85-%D9%81%D9%80%D9%80%D9%88%D8%B1%D9%8A-%D9%84%D8%AF%D9%8A-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D9%84%D8%A7%D9%8A%D9%80%D9%80%D9%85%D8%A7%D9%86-ID196598126.html
Tesla,Model Y,For Sale,Electric,2022,"2,075,000",Price,Not Availiable,New,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/tesla-model-y-electric-car-2022-%D8%A7%D8%B3%D9%80%D8%AA%D9%80%D9%80%D9%84%D8%A7%D9%85-%D9%81%D9%80%D9%80%D9%80%D9%88%D8%B1%D9%8A-ID196598065.html
Volkswagen,Other,For Sale,Electric,2022,"1,175,000",Price,Not Availiable,New,White,Automatic,SUV,https://www.olx.com.eg/en/ad/volkswagen-id3-pure-electric-%D9%81%D9%88%D9%84%D9%83%D8%B3-%D9%88%D8%A7%D8%AC%D9%86-%D8%A7%D8%B3%D8%AA%D9%84%D8%A7%D9%85-%D9%81%D9%88%D8%B1%D9%8A-ID196598001.html
Jetour,X70,For Sale,Benzine,2021,"650,000",Price,30000 to 39999,Used,White,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%AC%D9%8A%D8%AA%D9%88%D8%B1-ID196597938.html
Mercedes-Benz,E200,For Sale,Benzine,2021,"370,000",Price,Not Availiable,New,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-e200-%D8%A7%D8%B9%D9%84%D9%8A-%D9%85%D9%88%D8%A7%D8%B5%D9%81%D9%87-amg-%D8%A8%D8%AF%D9%84-%D9%88%D8%AA%D8%B3%D9%87%D9%8A%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B9%D9%8A%D8%AF-%D9%85%D9%86-1%D9%85-%D9%84-9%D9%85-ID185286589.html
